requirement_id	area	decision	owner	gate	state	adr_section	specification	implementation	verification	revision
V2-SPC-001	specification	.spec/api.d.ts remains the required convention anchor and the authoring language remains closed and statically compiled.	Specification compiler	G3	qualified	TypeSpec authoring and language audit	specification/.spec/api.d.ts;specification/.spec/laws/authority.ts	specification/module/inventory.ts;specification/snapshot/compile.ts	__tests__/specification-snapshot.test.ts;.history/v2/evidence/specification-audit.json	-
V2-SPC-002	specification	Every current authoring artifact receives an explicit semantic-owner disposition before migration.	Specification language	G3	qualified	TypeSpec authoring and language audit	specification/.spec/architecture.md	specification/snapshot/compile.ts;qualification/v2/history/evidence.ts	.history/v2/evidence/specification-audit.json;.history/v2/evidence/g3-reviews.md	.history/v2/revisions/V2-REV-012.md;.history/v2/revisions/V2-REV-014.md
V2-SPC-003	specification	Descriptor extraction resolves actual imported authoring-helper identity and never imports or executes repository modules.	Specification compiler	G3	qualified	TypeSpec authoring and language audit	specification/.spec/laws/authority.ts	specification/module/authoring-syntax.ts;specification/module/descriptor.ts;specification/snapshot/resources.ts	__tests__/specification-snapshot.test.ts;.history/v2/evidence/g3-reviews.md	-
V2-SPC-004	specification	Specification compilation produces one immutable normative SpecificationSnapshot without implementation or UI observations.	Specification compiler	G3	qualified	Normative specification	specification/.spec/api.d.ts;specification/.spec/architecture.md	specification/snapshot/model.ts;specification/snapshot/compile.ts	__tests__/specification-snapshot.test.ts;.history/v2/evidence/specification-audit.json	-
V2-SPC-005	specification	Authored tests, layout, APIs, and other promises remain separate from observed and qualified evidence.	Specification model	G3	qualified	TypeSpec authoring and language audit	specification/.spec/api.d.ts;specification/.spec/laws/authority.ts	specification/snapshot/model.ts;specification/snapshot/resources.ts	__tests__/specification-snapshot.test.ts;.history/v2/revisions/V2-REV-001.md	.history/v2/revisions/V2-REV-001.md
V2-CON-001	conformance	Conformance consumes one immutable specification snapshot and one exact analysis snapshot set and emits an immutable qualification snapshot.	Conformance	G4	qualified	Conformance and policy	conformance/.spec/api.d.ts;conformance/.spec/laws/qualification.ts	conformance/qualify.ts;conformance/module/profile.ts	__tests__/conformance-v2.test.ts;__tests__/application-qualification-incremental.test.ts;.history/v2/evidence/g4-conformance.json;.history/v2/evidence/g4-module-parity.json	.history/v2/revisions/V2-REV-002.md;.history/v2/revisions/V2-REV-009.md;.history/v2/revisions/V2-REV-012.md;.history/v2/revisions/V2-REV-027.md;.history/v2/revisions/V2-REV-029.md
V2-CON-002	conformance	Unavailable required evidence produces explicit indeterminate or error outcomes and never fabricated mismatch or success.	Conformance	G4	qualified	Conformance and policy	conformance/.spec/api.d.ts;conformance/.spec/laws/qualification.ts	conformance/qualify.ts;conformance/module/profile.ts	__tests__/conformance-v2.test.ts;.history/v2/evidence/g4-conformance.json	.history/v2/revisions/V2-REV-009.md;.history/v2/revisions/V2-REV-012.md
V2-CON-003	conformance	Focused qualification changes work and reporting scope while preserving required contract closure and full-CI authority.	Conformance	G4	qualified	Conformance and policy	conformance/.spec/api.d.ts;conformance/.spec/laws/qualification.ts	conformance/plan.ts;conformance/qualify.ts;application/service.ts	__tests__/conformance-v2.test.ts;__tests__/application-qualification-incremental.test.ts;.history/v2/evidence/g4-reviews.md	.history/v2/revisions/V2-REV-027.md
V2-CON-004	conformance	CLI, JSON, HTTP, catalog, and viewer outputs are deterministic versioned projections rather than semantic authorities.	Presentation	G5	qualified	Presentation projection	application/.spec/api.d.ts;conformance/.spec/api.d.ts;workspace/checkpoint/.spec/architecture.md	cli/application.ts;server/application-catalog.ts;server/application.ts;server/catalog-checkpoint.ts;viewer-host/specification.ts	__tests__/cli-v2.test.ts;__tests__/dev.test.ts;__tests__/catalog-transport.test.ts;__tests__/package.test.ts;.history/v2/evidence/g5-qualification.md	.history/v2/revisions/V2-REV-013.md;.history/v2/revisions/V2-REV-024.md;.history/v2/revisions/V2-REV-027.md
V2-CON-005	conformance	Module conformance consumes compact explicit compiler bindings; the independent implementation declaration-graph compiler and recursive structural comparator are absent, and no native fallback can answer a binding request.	Conformance architecture	G5	qualified	Package and module boundaries	conformance/.spec/architecture.md;conformance/.spec/laws/qualification.ts;analysis/binding/.spec/api.d.ts;application/observation/.spec/architecture.md	compiler/application-binding.ts;conformance/module/profile.ts	__tests__/application-binding.test.ts;__tests__/conformance-v2.test.ts	.history/v2/revisions/V2-REV-029.md
V2-MIG-001	migration	V2 runs only as non-authoritative shadow evidence until the coordinated Gate 5 authority switch.	Migration	G5	qualified	Cutover and recovery	.history/v2/GOVERNANCE.md	qualification/v2/history/evidence.ts	.history/v2/evidence/g0-qualification.md;.history/v2/evidence/g5-qualification.md	-
V2-MIG-002	migration	The authority switch is one clean coordinated cut with one reader and no long-lived runtime flag, dual write, or mixed-generation fallback.	Migration	G5	qualified	Cutover and recovery	.history/v2/GOVERNANCE.md	application/service.ts;cli/application.ts;server/application.ts;workspace/checkpoint/store.ts	__tests__/architecture.test.ts;__tests__/application-checkpoint.test.ts;.history/v2/evidence/g5-qualification.md	.history/v2/revisions/V2-REV-024.md;.history/v2/revisions/V2-REV-027.md
V2-MIG-003	migration	Authoring changes are contract-first, regression-tested, mechanically migrated across the complete corpus, and followed by negative scans.	Migration	G3	qualified	Gate 3: specification compiler and language audit	.history/v2/GOVERNANCE.md	scripts/check-legacy-anchors.ts;qualification/v2/history/evidence.ts	.history/v2/evidence/specification-audit.json;.history/v2/evidence/g3-qualification.md	.history/v2/revisions/V2-REV-012.md;.history/v2/revisions/V2-REV-014.md
V2-MIG-004	migration	All package, CLI, CI, server, watcher, cache, viewer, editing, reveal, verification, and repository consumers migrate before cutover.	Migration	G5	qualified	Gate 5: application cut	application/.spec/api.d.ts;workspace/.spec/api.d.ts	cli/application.ts;cli/run.ts;server/application.ts;server/live-plugin.ts;server/application-catalog.ts;server/application-operations.ts;server/catalog-checkpoint.ts;viewer-host/specification.ts	__tests__/cli-v2.test.ts;__tests__/dev.test.ts;__tests__/catalog-transport.test.ts;__tests__/package.test.ts;.history/v2/evidence/g5-qualification.md	.history/v2/revisions/V2-REV-024.md;.history/v2/revisions/V2-REV-027.md
V2-MIG-005	migration	manifest-v1, LegacySpecification, SPEC.yml readers, TSV readers, profile branches, fixtures, viewer branches, and compatibility helpers are deleted completely.	Migration	G5	qualified	Legacy deletion	.history/v2/GOVERNANCE.md	scripts/check-legacy-anchors.ts;scripts/check-v1-removal.ts	__tests__/architecture.test.ts;.history/v2/evidence/g5-qualification.md	.history/v2/revisions/V2-REV-024.md
V2-MIG-006	migration	No legacy semantic archive adapter, runtime compatibility mode, ordinary-load converter, or deprecated forwarding export survives cutover; the old authoring package spelling may remain only as inert parsed source syntax until downstream package-name migration completes.	Migration	G5	qualified	Legacy deletion	.history/v2/GOVERNANCE.md	specification/module/authoring-syntax.ts;scripts/check-v1-removal.ts	__tests__/application-v2.test.ts;.history/v2/evidence/g5-qualification.md	.history/v2/revisions/V2-REV-024.md
V2-MIG-007	migration	Rollback uses source-control revert plus regenerable-cache removal rather than a second live authority.	Migration	G5	qualified	Cutover and recovery	.history/v2/GOVERNANCE.md;workspace/checkpoint/.spec/architecture.md	cache/file-store.ts;application/node/service.ts;workspace/checkpoint/store.ts	__tests__/workspace-checkpoint.test.ts;.history/v2/evidence/g5-qualification.md	.history/v2/revisions/V2-REV-024.md;.history/v2/revisions/V2-REV-027.md
V2-SEC-001	security	Repository and .spec sources are untrusted parsed data and are never executed by analysis or specification compilation.	Trust boundary	G2	qualified	Trust and safety boundaries	analysis/.spec/architecture.md;repository/.spec/api.d.ts	repository/index.ts;analysis/typescript/native/extract.go	__tests__/analysis-v2.test.ts;.history/v2/evidence/g2-reviews.md	-
V2-SEC-002	security	Native and portable executable extensions are installed and selected by the invoking tool; repository configuration cannot auto-load code.	Trust boundary	G2	qualified	Trust and safety boundaries	analysis/protocol/.spec/api.d.ts;analysis/pass/.spec/api.d.ts;analysis/policy/.spec/api.d.ts	analysis/protocol/process-session.ts;analysis/pass/runner.ts;analysis/policy/run.ts	__tests__/analysis-v2.test.ts;.history/v2/evidence/g2-reviews.md	-
V2-SEC-003	security	Native protocol messages, persisted payloads, paths, capabilities, and source coordinates are validated at their trust boundary.	Trust boundary	G2	qualified	Trust and safety boundaries	analysis/protocol/.spec/api.d.ts;analysis/facts/.spec/api.d.ts	analysis/protocol/process-session.ts;analysis/internal/state.ts;analysis/identity/model.ts	__tests__/analysis-v2.test.ts;.history/v2/evidence/g2-reviews.md	-
V2-SEC-004	security	Source display and edits prove application generation and source digest equality; stale generation or revision requests fail explicitly.	Trust boundary	G5	qualified	Trust and safety boundaries	repository/source/.spec/api.d.ts;application/interaction/.spec/api.d.ts	repository/source/service.ts;application/interaction/editing.ts;application/interaction/reveal.ts	__tests__/analysis-v2.test.ts;__tests__/dev.test.ts;.history/v2/evidence/g5-qualification.md	.history/v2/revisions/V2-REV-013.md
V2-SEC-005	security	Analysis facts are evidence and never Kernel authorization or execution input.	Trust boundary	G2	qualified	Trust and safety boundaries	analysis/.spec/architecture.md;analysis/facts/.spec/api.d.ts	analysis/index.ts;analysis/facts/model.ts	__tests__/analysis-v2.test.ts;.history/v2/evidence/g2-reviews.md	-
V2-QLF-001	qualification	Gate 0 preserves immutable content-addressed historical transports, diagnostics, profiles, consumers, checks, and performance evidence from one revision; executable V1 capture is retired after the authority cut.	Qualification	G0	qualified	Gate 0: frozen V1 evidence	.history/adr/typespec-v2.md;.history/v2/GOVERNANCE.md	qualification/v2/history/evidence.ts	.history/v2/evidence/v1-oracle.json;.history/v2/evidence/v1-cli.json;.history/v2/evidence/v1-performance.json;.history/v2/evidence/g0-qualification.md	.history/v2/revisions/V2-REV-012.md;.history/v2/revisions/V2-REV-014.md
V2-QLF-002	qualification	Gate 1 proves aliases, barrels, spelling collisions, callbacks, helpers, value states, monorepos, edits, and native packaging against exact ttsc.	Qualification	G1	qualified	Gate 1: substrate qualification	.history/adr/typespec-v2.md	qualification/v2/ttsc/qualify.ts	.history/v2/evidence/g1-qualification.md;.history/v2/evidence/ttsc-qualification.json	.history/v2/revisions/V2-REV-010.md
V2-QLF-003	qualification	Every incremental generation is differentially equal to a cold full-build oracle after normalizing non-semantic commit metadata.	Qualification	G2	qualified	Required implementation evidence	.history/adr/typespec-v2.md	analysis/typescript/pipeline.ts;analysis/typescript/native/session.go;analysis/typescript/universe-transaction.ts;application/service.ts	__tests__/application-qualification-incremental.test.ts;__tests__/repository-statistics-incremental.test.ts;qualification/v2/ttsc/qualify.ts;.history/v2/evidence/ttsc-qualification.json	.history/v2/revisions/V2-REV-010.md;.history/v2/revisions/V2-REV-016.md;.history/v2/revisions/V2-REV-027.md
V2-QLF-004	qualification	Memory and SQLite pass identical transactional suites plus crash, corruption, migration, stale-base, rollback, and isolation tests.	Qualification	G4	qualified	Required implementation evidence	analysis/sqlite/.spec/laws/materialization.ts	analysis/memory/store.ts;analysis/sqlite/store.ts	__tests__/analysis-v2.test.ts;qualification/v2/materialization/qualify.ts;.history/v2/evidence/sqlite-qualification.json	.history/v2/revisions/V2-REV-008.md
V2-QLF-005	qualification	All authoring consumers typecheck and published-package installation tests pass.	Qualification	G5	qualified	Required implementation evidence	package.json	qualification/v2/release/packed-consumer.mjs	__tests__/package.test.ts;.history/v2/evidence/g5-qualification.md	.history/v2/revisions/V2-REV-024.md
V2-QLF-006	qualification	Interactive and CI heap caps remain enforced and unaffected compiler universes, portable passes, or immutable fact shards are not reloaded or rewritten; ordinary pages do not perform unrequested count-only scans or hydrate unselected sibling payloads.	Qualification	G6	qualified	Required implementation evidence	application/.spec/limits.ts;application/.spec/benchmarks/performance.ts;analysis/pass/.spec/api.d.ts;analysis/query/.spec/laws/hydration.ts;analysis/typescript/.spec/laws/semantics.ts;analysis/sqlite/.spec/laws/materialization.ts;workspace/checkpoint/.spec/architecture.md	application/limits.ts;application/observation/materialize.ts;repository/statistics/incremental.ts;workspace/checkpoint/store.ts;analysis/typescript/pipeline.ts;analysis/typescript/native/session.go;analysis/typescript/native/incremental_projection.go;analysis/pass/runner.ts;analysis/sqlite/query/pinned.ts;analysis/sqlite/materialization/validate.ts;analysis/sqlite/store.ts;analysis/sqlite/limits.ts	__tests__/analysis-v2.test.ts;__tests__/application-checkpoint.test.ts;__tests__/application-qualification-incremental.test.ts;__tests__/workspace-checkpoint.test.ts;qualification/v2/experiments/affected-shards.ts;qualification/v2/experiments/affected-project.ts;.history/v2/evidence/affected-shard-qualification.json;.history/v2/evidence/g6-qualification.md	.history/v2/revisions/V2-REV-013.md;.history/v2/revisions/V2-REV-016.md;.history/v2/revisions/V2-REV-017.md;.history/v2/revisions/V2-REV-018.md;.history/v2/revisions/V2-REV-019.md;.history/v2/revisions/V2-REV-020.md;.history/v2/revisions/V2-REV-021.md;.history/v2/revisions/V2-REV-023.md;.history/v2/revisions/V2-REV-025.md;.history/v2/revisions/V2-REV-027.md
V2-QLF-007	qualification	Cold full-application duration is recorded as a diagnostic reference while isolated causal cold comparison and warm, focused, affected-edit, SQLite-size, native-startup, whole-process RSS, and evaluator limits require measured qualification before authority switch.	Qualification	G5	qualified	Required implementation evidence	application/.spec/limits.ts;application/.spec/benchmarks/performance.ts;analysis/typescript/value/.spec/api.d.ts	application/limits.ts;analysis/typescript/value/limits.ts;qualification/v2/application/qualify.ts;application/service.ts	__tests__/analysis-v2.test.ts;__tests__/application-checkpoint.test.ts;__tests__/application-qualification-incremental.test.ts;.history/v2/evidence/affected-shard-qualification.json;.history/v2/evidence/g5-application.json.diagnostic.json;.history/v2/evidence/g5-qualification.md	.history/v2/revisions/V2-REV-013.md;.history/v2/revisions/V2-REV-024.md;.history/v2/revisions/V2-REV-027.md
V2-QLF-008	qualification	An SDK-like extension proves canonical builder identity, collision rejection, callback bodies, bounded forwarding, provenance, all value states, relocated-root identity, SQLite reopen, and incremental/cold equality using only public package subpaths.	Qualification	G6	qualified	Gate 6: extension proof and V1 removal proof	.history/adr/typespec-v2.md	qualification/v2/extension/consumer/pass.ts;qualification/v2/extension/consumer/policy.ts	qualification/v2/extension/qualify.ts;qualification/v2/extension/tsconfig.json;.history/v2/evidence/sdk-extension-qualification.json	-
V2-QLF-009	qualification	Codegraph and every Kernel universe are self-analyzed at maximal requested depth; suspicious facts are audited, while complete Codegraph and representative richest-Kernel persistence combine with generic store and incremental/cold oracles instead of repeating every universe through every backend.	Qualification	G6	qualified	Required review passes	.history/v2/evidence/g6-qualification.md	qualification/v2/self-host/analyze.ts;qualification/v2/self-host/qualify.ts;application/service.ts;workspace/checkpoint/store.ts	__tests__/application-change.test.ts;__tests__/application-checkpoint.test.ts;__tests__/application-qualification-incremental.test.ts;__tests__/repository-statistics-incremental.test.ts;__tests__/workspace-checkpoint.test.ts;.history/v2/evidence/g6-qualification.md;.history/v2/evidence/sqlite-qualification.json;.history/v2/evidence/affected-shard-qualification.json	.history/v2/revisions/V2-REV-012.md;.history/v2/revisions/V2-REV-025.md;.history/v2/revisions/V2-REV-026.md;.history/v2/revisions/V2-REV-027.md
V2-QLF-010	qualification	V1 symbols, legacy branches, obsolete exports, duplicate readers, forbidden imports, unproven absence, and absolute-path identity leaks have zero active occurrences.	Qualification	G6	qualified	Gate 6: extension proof and V1 removal proof	.history/v2/GOVERNANCE.md	scripts/check-v1-removal.ts;scripts/check-legacy-anchors.ts	.history/v2/evidence/g6-qualification.md	.history/v2/revisions/V2-REV-024.md
V2-QLF-011	qualification	Historical parity is observational: every recorded V2 difference remains tracked and justified, genuine predecessor defects are corrected against ratified contracts with regression evidence, and generic historical comparisons fail on unexplained drift.	Qualification	G4	qualified	Gate 4: conformance and materialization parity	.history/v2/GOVERNANCE.md	qualification/v2/history/evidence.ts	__tests__/conformance-v2.test.ts;.history/v2/evidence/g4-conformance.json;.history/v2/evidence/g4-module-parity.json;.history/v2/evidence/g4-reviews.md	.history/v2/revisions/V2-REV-002.md;.history/v2/revisions/V2-REV-007.md;.history/v2/revisions/V2-REV-009.md;.history/v2/revisions/V2-REV-012.md;.history/v2/revisions/V2-REV-014.md
